ORIGINAL IS,ORIGINAL IV,MASKED filename,MASKED IS,MASKED IV,IMPUTED filename,IMPUTED IS,IMPUTED IV
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.11,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.11,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.1,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.11,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.09,0.86
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.13,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.13,0.88
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.11,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.11,0.88
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.11,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.11,0.9
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.11,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.11,0.9
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.11,0.85,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.11,0.85
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.11,0.91,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.11,0.9
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.11,0.89,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.11,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.1,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.11,0.86
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.1,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.11,0.87
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.12,0.89,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.12,0.88
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.11,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.11,0.86
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.12,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.1,0.86
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.09,0.81,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.1,0.68
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-12.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.29,1.93
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-14.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.3,1.95
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-16.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.3,1.94
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-34.MASKED.csv,0.32,1.85,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.33,1.9
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.12-14.MASKED.csv,0.3,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.3,1.94
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-16.MASKED.csv,0.3,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.3,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-18.MASKED.csv,0.29,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.29,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-18.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.3,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-22.MASKED.csv,0.28,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.31,1.94
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-20.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.3,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-22.MASKED.csv,0.28,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.3,1.95
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.22-10.MASKED.csv,0.34,1.86,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.34,1.86
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.3,1.92
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.3,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.3,1.9
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.23,1.76,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.23,1.73
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.29,1.92
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.29,1.93
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.29,1.93
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.3,1.93
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.29,1.94
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.3,1.91
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.3,1.9
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.27,1.77,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.28,1.63
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-12.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.14,1.52
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-14.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.13,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-16.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.13,1.5
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-34.MASKED.csv,0.15,1.61,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.13,1.45
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.12-14.MASKED.csv,0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.15,1.52
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.14-16.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.15,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.14-18.MASKED.csv,0.13,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.16,1.5
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.16-18.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.15,1.52
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.16-22.MASKED.csv,0.13,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.15,1.5
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.18-20.MASKED.csv,0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.15,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.18-22.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.15,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.22-10.MASKED.csv,0.19,1.64,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.17,1.66
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.15,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.16,1.48
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.16,1.45
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.15,1.46,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.12,1.21
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.15,1.51
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.16,1.48
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.13,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.17,1.42
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.16,1.5
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.13,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.17,1.36
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.15,1.52
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.14,1.52
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.19,1.48,nparactformat_1003758_90001_2_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.18,1.49
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.15,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.15,1.87,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.15,1.84,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.1,1.75,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.13,2.1
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.14,1.88,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.14,1.9
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.14,1.89,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.14,1.9
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.14,1.86,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.14,1.89
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.13,1.9,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.13,1.82,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.13,1.9
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.14,1.92
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.14,1.86,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.13,1.92
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.11,1.9,nparactformat_1004094_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.13,2.09
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.14,1.89,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.13,1.92
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.15,1.86,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.12,1.9
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.16,1.83,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.12,1.89
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.15,1.49,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.17,1.7
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.14,1.89,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.15,1.86
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.15,1.89,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.16,1.77
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.15,1.86,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.16,1.56
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.14,1.86,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.14,1.92
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.14,1.92,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.14,1.9,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.14,1.91
0.14,1.91,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.14,1.64,nparactformat_1004094_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.16,1.76
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.37,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.38,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.39,0.61,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.39,0.61
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.29,0.52,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.3,0.55
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.38,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.38,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.38,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.4,0.6,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.39,0.61
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.39,0.61,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.39,0.61
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.41,0.59,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.41,0.6
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.38,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.38,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.39,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.39,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.24,0.59,nparactformat_1004142_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.32,0.62
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.37,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.36,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.39,0.62,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.36,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.27,0.49,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.31,0.56
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.37,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.38,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.37,0.64
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.39,0.62,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.38,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.38,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.39,0.6,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.4,0.55
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.38,0.63,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.39,0.63
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.39,0.61,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.39,0.53
0.37,0.64,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.23,0.54,nparactformat_1004142_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.41,0.46
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.14,1.1,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.15,1.09
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.14,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.14,1.07
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.14,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.15,1.09
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.13,0.97,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.15,1.09
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.16,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.16,1.06
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.16,1.05,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.16,1.09
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.16,1.08
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.15,1.08
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.15,1.04,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.16,1.09
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.15,1.03,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.15,1.03
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.15,1.03,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.15,1.04
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.15,0.99,nparactformat_1004156_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.16,0.89
0.15,1.06,nparactformat_1004156_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.14,1.05,nparactformat_1004156_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.15,1.06
