ORIGINAL IS,ORIGINAL IV,MASKED filename,MASKED IS,MASKED IV,IMPUTED filename,IMPUTED IS,IMPUTED IV
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.27,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.26,1.67
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.27,1.77,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.27,1.59
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.2,1.61,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.14,1.13
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.26,1.81
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.26,1.81
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.26,1.79,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.25,1.8
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.26,1.81
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.25,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.25,1.81
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.26,1.8
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.26,1.8
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.22,1.69,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.23,1.73
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-12.MASKED.csv,0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.33,1.81
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-14.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.34,1.75
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-16.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.34,1.68
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-34.MASKED.csv,0.3,1.72,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.21,1.22
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.12-14.MASKED.csv,0.32,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.34,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-16.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.34,1.83
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-18.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.34,1.76
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-18.MASKED.csv,0.32,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-22.MASKED.csv,0.3,1.89,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.32,1.89
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-20.MASKED.csv,0.32,1.87,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-22.MASKED.csv,0.31,1.91,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.33,1.86
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.22-10.MASKED.csv,0.36,1.73,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.35,1.22
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.31,1.81,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.34,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.24,1.74,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.27,1.9
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.32,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.33,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.34,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.33,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.35,1.83
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.33,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.34,1.86
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.31,1.81,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.36,1.83
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.32,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.33,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.31,1.83,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.34,1.85
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.29,1.83,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.2,1.81
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.2,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.18,0.83,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.21,0.88
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.17,0.79,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.21,0.86
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.13,0.51,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.19,0.72
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.19,0.9,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.21,0.91
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.2,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.18,0.87,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.19,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.12,0.81,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.21,0.89
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.18,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.14,0.86,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.22,0.89
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.3,0.66,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.19,0.82
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.2,0.87,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.21,0.91
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.18,0.82,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.22,0.89
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.17,0.78,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.22,0.88
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.13,0.53,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.23,0.84
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.19,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.2,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.2,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.21,0.91
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.18,0.86,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.19,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.13,0.76,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.21,0.9
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.17,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.22,0.91
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.14,0.8,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.24,0.91
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.28,0.68,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.12,0.71
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.25,1.13,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.27,1.21
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.25,1.12,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.27,1.25
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.25,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.29,1.19
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.17,0.9,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.21,1.16
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.22,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.23,1.12
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.22,1.02,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.23,1.06
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.21,1,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.22,1.08
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.22,1.05,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.21,1.06
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.2,1,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.2,1.03
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.22,1.09
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.21,1.02,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.2,1.04
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.17,1,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.21,0.95
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.25,1.09,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.22,1.05
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.26,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.21,1.02
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.25,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.21,0.99
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.18,0.91,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.15,0.72
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.24,1.1,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.24,1.1
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.21,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.2,1.04
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.21,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.2,0.91
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.22,1.06,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.22,1.06
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.24,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.25,0.9
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.25,1.05,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.25,1.05
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.24,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.25,1.03
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.16,0.97,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.21,1.05
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.3,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.33,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.3,1.65
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.34,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.28,1.65
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.2,1.39,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.25,1.7
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.33,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.33,1.6
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.33,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.32,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.33,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.32,1.63
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.32,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.3,1.55,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.33,1.63
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.32,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.32,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.29,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.32,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.22,1.52,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.28,1.69
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.3,1.65
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.34,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.27,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.34,1.56,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.24,1.62
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.27,1.23,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.31,1.38
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.33,1.6
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.33,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.33,1.62
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.33,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.33,1.58
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.32,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.32,1.63
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.29,1.59,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.31,1.66
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.32,1.65,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.32,1.62
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.29,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.31,1.64
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.29,1.39,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.38,1.56
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.31,1.56,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.33,1.56
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.32,1.52,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.29,1.39
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.36,1.54,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.26,1.3
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.26,1.2,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.15,0.71
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.33,1.56,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.33,1.49
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.36,1.63,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.33,1.62
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.38,1.56,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.35,1.63
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.34,1.61,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.32,1.58
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.32,1.54,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.33,1.43
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.3,1.58,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.3,1.55
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.29,1.53,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.27,1.47
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.23,1.36,nparactformat_1006152_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.27,1.53
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.31,1.56,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.31,1.58
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.31,1.53,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.31,1.59
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.31,1.52,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.3,1.62
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.19,1.39,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.23,1.63
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.32,1.56,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.31,1.58
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.32,1.58,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.32,1.61
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.32,1.57,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.32,1.62
0.32,1.59,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.32,1.57,nparactformat_1006152_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.31,1.62
