ORIGINAL IS,ORIGINAL IV,MASKED filename,MASKED IS,MASKED IV,IMPUTED filename,IMPUTED IS,IMPUTED IV,Mask,Weekday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-14.MASKED.csv,0.27,1.79,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.27,1.8,10-14,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-16.MASKED.csv,0.27,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.27,1.79,10-16,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-34.MASKED.csv,0.23,1.56,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.24,1.6,10-34,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.12-14.MASKED.csv,0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.27,1.82,12-14,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.14-16.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.26,1.82,14-16,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.14-18.MASKED.csv,0.27,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.26,1.82,14-18,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.16-18.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.26,1.81,16-18,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.16-22.MASKED.csv,0.26,1.79,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.26,1.82,16-22,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.18-20.MASKED.csv,0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.27,1.82,18-20,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.18-22.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.26,1.82,18-22,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.22-10.MASKED.csv,0.24,1.62,nparactformat_1005554_90001_1_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.23,1.59,22-10,Saturday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.27,1.75,10-12,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.27,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.26,1.67,10-14,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.27,1.77,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.27,1.59,10-16,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.2,1.61,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.14,1.13,10-34,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.26,1.81,12-14,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.27,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.26,1.81,14-16,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.26,1.79,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.25,1.8,14-18,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.26,1.81,16-18,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.25,1.78,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.25,1.81,16-22,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.26,1.8,18-20,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.26,1.8,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.26,1.8,18-22,Wednesday
0.26,1.81,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.22,1.69,nparactformat_1005554_90001_1_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.23,1.73,22-10,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-12.MASKED.csv,0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.33,1.81,10-12,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-14.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.34,1.75,10-14,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-16.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.34,1.68,10-16,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-34.MASKED.csv,0.3,1.72,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.21,1.22,10-34,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.12-14.MASKED.csv,0.32,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.34,1.85,12-14,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-16.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.34,1.83,14-16,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-18.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.34,1.76,14-18,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-18.MASKED.csv,0.32,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.33,1.85,16-18,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-22.MASKED.csv,0.3,1.89,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.32,1.89,16-22,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-20.MASKED.csv,0.32,1.87,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.33,1.85,18-20,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-22.MASKED.csv,0.31,1.91,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.33,1.86,18-22,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.22-10.MASKED.csv,0.36,1.73,nparactformat_1005554_90001_2_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.35,1.22,22-10,Saturday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.32,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.33,1.85,10-12,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.31,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.33,1.85,10-14,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.31,1.81,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.34,1.85,10-16,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.24,1.74,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.27,1.9,10-34,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.32,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.33,1.85,12-14,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.33,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.34,1.85,14-16,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.33,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.35,1.83,14-18,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.33,1.85,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.34,1.86,16-18,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.31,1.81,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.36,1.83,16-22,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.32,1.84,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.33,1.85,18-20,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.31,1.83,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.34,1.85,18-22,Wednesday
0.33,1.86,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.29,1.83,nparactformat_1005554_90001_2_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.2,1.81,22-10,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.2,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.21,0.9,10-12,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.18,0.83,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.21,0.88,10-14,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.17,0.79,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.21,0.86,10-16,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.13,0.51,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.19,0.72,10-34,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.19,0.9,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.21,0.91,12-14,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.2,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.21,0.9,14-16,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.18,0.87,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.21,0.9,14-18,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.19,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.21,0.9,16-18,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.12,0.81,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.21,0.89,16-22,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.18,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.21,0.9,18-20,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.14,0.86,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.22,0.89,18-22,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.3,0.66,nparactformat_1005718_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.19,0.82,22-10,Saturday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.2,0.87,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.21,0.91,10-12,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.18,0.82,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.22,0.89,10-14,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.17,0.78,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.22,0.88,10-16,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.13,0.53,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.23,0.84,10-34,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.19,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.2,0.9,12-14,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.2,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.21,0.91,14-16,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.18,0.86,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.21,0.9,14-18,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.19,0.92,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.21,0.9,16-18,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.13,0.76,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.21,0.9,16-22,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.17,0.88,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.22,0.91,18-20,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.14,0.8,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.24,0.91,18-22,Wednesday
0.21,0.91,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.28,0.68,nparactformat_1005718_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.12,0.71,22-10,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.25,1.13,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.27,1.21,10-12,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.25,1.12,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.27,1.25,10-14,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.25,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.29,1.19,10-16,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.17,0.9,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.21,1.16,10-34,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.22,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.23,1.12,12-14,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.22,1.02,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.23,1.06,14-16,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.21,1.0,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.22,1.08,14-18,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.22,1.05,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.21,1.06,16-18,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.2,1.0,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.2,1.03,16-22,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.22,1.09,18-20,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.21,1.02,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.2,1.04,18-22,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.17,1.0,nparactformat_1005805_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.21,0.95,22-10,Saturday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.25,1.09,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.22,1.05,10-12,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.26,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.21,1.02,10-14,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.25,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.21,0.99,10-16,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.18,0.91,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.15,0.72,10-34,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.24,1.1,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.24,1.1,12-14,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.21,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.2,1.04,14-16,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.21,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.2,0.91,14-18,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.22,1.06,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.22,1.06,16-18,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.24,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.25,0.9,16-22,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.25,1.05,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.25,1.05,18-20,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.24,1.04,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.25,1.03,18-22,Wednesday
0.22,1.07,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.16,0.97,nparactformat_1005805_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.21,1.05,22-10,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.3,1.64,10-12,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.33,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.3,1.65,10-14,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.34,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.28,1.65,10-16,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.2,1.39,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.25,1.7,10-34,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.33,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.33,1.6,12-14,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.33,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.32,1.64,14-16,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.33,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.32,1.63,14-18,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.32,1.64,16-18,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.3,1.55,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.33,1.63,16-22,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.32,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.32,1.64,18-20,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.29,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.32,1.64,18-22,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.22,1.52,nparactformat_1005864_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.28,1.69,22-10,Saturday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.3,1.65,10-12,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.34,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.27,1.64,10-14,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.34,1.56,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.24,1.62,10-16,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.27,1.23,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.31,1.38,10-34,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.33,1.61,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.33,1.6,12-14,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.33,1.62,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.33,1.62,14-16,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.33,1.58,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.33,1.58,14-18,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.32,1.6,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.32,1.63,16-18,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.29,1.59,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.31,1.66,16-22,Wednesday
0.32,1.64,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.32,1.65,nparactformat_1005864_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.32,1.62,18-20,Wednesday
