ORIGINAL IS,ORIGINAL IV,MASKED filename,MASKED IS,MASKED IV,IMPUTED filename,IMPUTED IS,IMPUTED IV,Mask,Weekday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.34,1.16,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.38,1.19,16-22,Saturday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.38,1.2,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.4,1.18,18-20,Saturday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.36,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.4,1.17,18-22,Saturday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.44,1.0,nparactformat_1003421_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.29,0.92,22-10,Saturday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.37,1.21,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.4,1.15,10-12,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.36,1.19,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.39,1.1,10-14,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.36,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.39,1.03,10-16,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.33,1.01,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.24,0.7,10-34,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.39,1.17,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.39,1.17,12-14,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.4,1.17,14-16,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.37,1.17,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.4,1.15,14-18,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.38,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.4,1.18,16-18,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.34,1.14,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.41,1.13,16-22,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.38,1.19,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.4,1.17,18-20,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.36,1.17,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.41,1.15,18-22,Wednesday
0.39,1.18,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.43,1.04,nparactformat_1003421_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.36,1.08,22-10,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.18,0.99,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.18,1.01,10-12,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.17,0.98,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.17,1.0,10-14,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.16,1.05,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.14,1.08,10-16,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.15,1.03,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.16,1.09,10-34,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.18,0.99,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.18,0.99,12-14,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.17,1.06,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.16,1.11,14-16,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.18,1.14,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.16,1.17,14-18,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.19,1.1,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.19,1.12,16-18,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.21,1.11,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.21,1.13,16-22,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.19,1.02,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.19,1.03,18-20,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.2,1.03,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.2,1.04,18-22,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.15,0.93,nparactformat_1003530_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.12,0.87,22-10,Saturday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.19,1.01,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.18,0.98,10-12,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.21,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.17,0.96,10-14,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.21,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.14,0.93,10-16,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.18,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.13,0.76,10-34,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.2,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.21,1.0,12-14,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.15,0.96,14-16,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.2,1.02,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.13,0.9,14-18,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.19,1.02,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.19,1.02,16-18,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.21,1.01,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.21,1.01,16-22,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.2,1.02,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.18,0.99,18-20,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.2,1.03,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.18,0.96,18-22,Wednesday
0.19,1.0,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.14,0.99,nparactformat_1003530_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.09,0.77,22-10,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.13,0.44,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.13,0.44,10-12,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.13,0.43,10-14,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.14,0.42,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.14,0.43,10-16,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.17,0.42,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.17,0.42,10-34,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.14,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.15,0.45,12-14,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.14,0.42,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.14,0.42,14-16,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.14,0.42,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.14,0.42,14-18,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.13,0.42,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.13,0.43,16-18,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.13,0.42,16-22,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.13,0.44,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.13,0.43,18-20,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.12,0.44,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.13,0.44,18-22,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.16,0.44,nparactformat_1003551_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.06,0.33,22-10,Saturday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.13,0.43,10-12,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.12,0.43,10-14,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.11,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.11,0.43,10-16,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.06,0.37,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.06,0.36,10-34,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.13,0.43,12-14,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.12,0.44,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.13,0.43,14-16,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.13,0.43,14-18,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.13,0.43,16-18,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.13,0.43,16-22,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.13,0.43,18-20,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.12,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.13,0.43,18-22,Wednesday
0.13,0.43,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.09,0.38,nparactformat_1003551_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.07,0.37,22-10,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-12.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.11,0.87,10-12,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-14.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.11,0.87,10-14,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-16.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.1,0.87,10-16,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-34.MASKED.csv,0.12,0.89,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.12,0.88,10-34,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.12-14.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.11,0.87,12-14,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-16.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.11,0.87,14-16,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-18.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.11,0.87,14-18,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-18.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.11,0.87,16-18,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-22.MASKED.csv,0.1,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.1,0.87,16-22,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-20.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.11,0.87,18-20,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-22.MASKED.csv,0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.09,0.86,18-22,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.22-10.MASKED.csv,0.13,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.13,0.88,22-10,Saturday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.11,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.11,0.88,10-12,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.11,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.11,0.9,10-14,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.11,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.11,0.9,10-16,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.11,0.85,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.11,0.85,10-34,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.11,0.91,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.11,0.9,12-14,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.11,0.89,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.11,0.87,14-16,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.1,0.9,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.11,0.86,14-18,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.1,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.11,0.87,16-18,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.12,0.89,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.12,0.88,16-22,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.11,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.11,0.86,18-20,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.12,0.88,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.1,0.86,18-22,Wednesday
0.11,0.87,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.09,0.81,nparactformat_1003758_90001_0_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.1,0.68,22-10,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-12.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.29,1.93,10-12,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-14.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.3,1.95,10-14,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-16.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.3,1.94,10-16,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-34.MASKED.csv,0.32,1.85,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.33,1.9,10-34,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.12-14.MASKED.csv,0.3,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.3,1.94,12-14,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-16.MASKED.csv,0.3,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-16.IMPUTED.csv,0.3,1.91,14-16,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-18.MASKED.csv,0.29,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.14-18.IMPUTED.csv,0.29,1.91,14-18,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-18.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-18.IMPUTED.csv,0.3,1.91,16-18,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-22.MASKED.csv,0.28,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.16-22.IMPUTED.csv,0.31,1.94,16-22,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-20.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-20.IMPUTED.csv,0.3,1.91,18-20,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-22.MASKED.csv,0.28,1.91,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.18-22.IMPUTED.csv,0.3,1.95,18-22,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.22-10.MASKED.csv,0.34,1.86,nparactformat_1003758_90001_1_0.cwa.RData.Saturday.22-10.IMPUTED.csv,0.34,1.86,22-10,Saturday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-12.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-12.IMPUTED.csv,0.3,1.92,10-12,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-14.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-14.IMPUTED.csv,0.3,1.91,10-14,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-16.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-16.IMPUTED.csv,0.3,1.9,10-16,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-34.MASKED.csv,0.23,1.76,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.10-34.IMPUTED.csv,0.23,1.73,10-34,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.12-14.MASKED.csv,0.29,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.12-14.IMPUTED.csv,0.29,1.92,12-14,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-16.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-16.IMPUTED.csv,0.29,1.93,14-16,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-18.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.14-18.IMPUTED.csv,0.29,1.93,14-18,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-18.MASKED.csv,0.29,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-18.IMPUTED.csv,0.3,1.93,16-18,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-22.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.16-22.IMPUTED.csv,0.29,1.94,16-22,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-20.MASKED.csv,0.29,1.94,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-20.IMPUTED.csv,0.3,1.91,18-20,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-22.MASKED.csv,0.28,1.92,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.18-22.IMPUTED.csv,0.3,1.9,18-22,Wednesday
0.3,1.93,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.22-10.MASKED.csv,0.27,1.77,nparactformat_1003758_90001_1_0.cwa.RData.Wednesday.22-10.IMPUTED.csv,0.28,1.63,22-10,Wednesday
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-12.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-12.IMPUTED.csv,0.14,1.52,10-12,Saturday
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-14.MASKED.csv,0.14,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-14.IMPUTED.csv,0.13,1.51,10-14,Saturday
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-16.MASKED.csv,0.14,1.52,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-16.IMPUTED.csv,0.13,1.5,10-16,Saturday
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-34.MASKED.csv,0.15,1.61,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.10-34.IMPUTED.csv,0.13,1.45,10-34,Saturday
0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.12-14.MASKED.csv,0.15,1.53,nparactformat_1003758_90001_2_0.cwa.RData.Saturday.12-14.IMPUTED.csv,0.15,1.52,12-14,Saturday
